Date,AAPL,MSFT,ASML.AS,^GSPC,EURUSD,^IRX,Portfolio_PnL,Loss
2016-01-22,12950.393317859329,8807.06476177879,7333.743552106024,4016.1453764426938,-276.0691453384376,-3.7499964237213277,32827.52786642468,-32827.52786642468
2016-01-25,-4928.916981816532,-2402.0657607105786,-574.9485581297307,-3152.3090345642936,-1163.2017400181082,3.2499954104423523,-12218.192079828801,12218.192079828801
2016-01-26,1378.8467733625766,1827.6537611910478,-865.6458381332067,2809.0475660735815,998.1592117819705,-6.250001490116105,6141.811472785854,-6141.811472785854
2016-01-27,-16991.139463591455,-4594.305763724251,313.0566427950984,-2184.584460105685,219.33888109038296,-0.0,-23237.634163535913,23237.634163535913
2016-01-28,1786.4642366245514,4066.657168782059,-3960.5010573580084,1102.6701435183047,790.3663636846046,-4.499994218349471,3781.156861033162,-3781.156861033162
2016-01-29,8489.682067815169,14142.758453790608,6565.846215390207,4891.730198911287,530.8416440740028,4.499994218349471,34625.35857419963,-34625.35857419963
2016-02-01,-2348.2467010771284,-1730.324967062016,663.8330434550163,-88.66696910836107,-2041.3382147442524,1.2500062584877014,-5543.4938022782535,5543.4938022782535
2016-02-02,-5107.156742981799,-7938.67107259919,-5397.693641238191,-3784.193743646286,1314.2532560959735,-8.750006556510925,-20922.211950926005,20922.211950926005
2016-02-03,4899.754409585921,-3994.014952399625,-2052.9641548663753,995.9240043148047,453.84004164128197,-0.7499977946281572,301.78935048137924,-301.78935048137924
2016-02-04,2000.704002383565,-768.0678544920386,833.5137354436187,305.1136585046875,3070.6940473053523,12.500002980232253,5454.457592125417,-5454.457592125417
2016-02-05,-6767.832182447175,-9006.508733237579,-5430.911306091462,-3730.8316552703695,1954.8970885562164,1.2499988079071045,-22979.936789682462,22979.936789682462
2016-02-08,2618.7542893385057,-3766.2222743838406,-7896.369528137864,-2851.0115846114695,-983.1889661311315,4.500001668930054,-12873.53806225687,12873.53806225687
2016-02-09,-52.768549449045494,-658.6343035821764,-1364.511151818082,-132.7681293520451,801.822909169973,-10.00000536441803,-1416.8592303957937,1416.8592303957937
2016-02-10,-1902.098868925527,2171.978049303451,-5905.124311948761,-37.793626152183286,1782.63020621285,0.5000010132789473,-3889.9085504968916,3889.9085504968916
2016-02-11,-1516.2184781505975,-100.61972307851316,-4636.378743400813,-2475.489465851243,-160.24183535425712,6.250001490116134,-8882.698244345307,8882.698244345307
2016-02-12,772.6433501958054,4042.4334422760603,304.96611843031474,3866.00304140919,655.3661705926805,0.7499977946281433,9642.16212069868,-9642.16212069868
2016-02-15,0.0,0.0,7586.1408918166435,0.0,-1632.1802125590655,-0.0,5953.960679257578,-5953.960679257578
2016-02-16,6951.113683903971,4692.427413112026,-1392.3445233714624,3276.347548336983,-927.3628066808504,-0.7499977946281433,12599.43131750604,-12599.43131750604
2016-02-17,3799.5414298956257,6424.839335842477,6346.411381462078,3269.2221251282676,-484.3551800547176,-5.000002682209029,19350.659089591525,-19350.659089591525
2016-02-18,-4784.539828997779,-1099.3592070579746,1813.7046031496716,-935.3264247869411,-432.0440892665333,1.2500062584877014,-5436.31494070107,5436.31494070107
2016-02-19,-572.0445472434362,-1778.738725127972,3705.5106151747827,-5.20665636036858,-215.6644285495596,1.2499988079071185,1135.1062567013537,-1135.1062567013537
2016-02-22,2177.0506100420507,3972.6027624519847,2040.4266609771387,2870.1462198152167,233.47594128228445,-2.5000050663948197,11291.202189502279,-11291.202189502279
